total_score	I_sc	description
-766.900	-2.188	complex_global_dock_05669
-767.026	-2.188	complex_global_dock_03796
-766.232	-2.187	complex_global_dock_01766
-766.505	-2.187	complex_global_dock_01446
-766.529	-2.187	complex_global_dock_01922
-766.560	-2.187	complex_global_dock_05326
-766.707	-2.187	complex_global_dock_03804
-766.724	-2.187	complex_global_dock_06237
-766.928	-2.187	complex_global_dock_05375
-766.248	-2.186	complex_global_dock_08390
-766.331	-2.186	complex_global_dock_02489
-766.474	-2.186	complex_global_dock_09250
-766.515	-2.186	complex_global_dock_00289
-766.522	-2.186	complex_global_dock_01515
-766.558	-2.186	complex_global_dock_06518
-766.776	-2.186	complex_global_dock_03339
-766.785	-2.186	complex_global_dock_03436
-766.889	-2.186	complex_global_dock_04954
-767.086	-2.186	complex_global_dock_02684
-766.226	-2.185	complex_global_dock_04532
-766.406	-2.185	complex_global_dock_02897
-766.432	-2.185	complex_global_dock_05241
-766.660	-2.185	complex_global_dock_09609
-766.664	-2.185	complex_global_dock_03980
-766.966	-2.185	complex_global_dock_01225
-767.340	-2.185	complex_global_dock_00059
-764.774	-2.184	complex_global_dock_05678
-766.381	-2.184	complex_global_dock_00677
-766.839	-2.184	complex_global_dock_02460
-766.879	-2.184	complex_global_dock_07905
-766.751	-2.183	complex_global_dock_01020
-766.883	-2.183	complex_global_dock_09161
-768.114	-2.183	complex_global_dock_08405
-766.269	-2.182	complex_global_dock_03064
-766.517	-2.182	complex_global_dock_03056
-766.983	-2.182	complex_global_dock_03102
-767.103	-2.182	complex_global_dock_00840
-765.892	-2.181	complex_global_dock_02561
-767.186	-2.181	complex_global_dock_00181
-766.937	-2.180	complex_global_dock_04369
-766.947	-2.180	complex_global_dock_03478
-765.984	-2.179	complex_global_dock_04653
-766.349	-2.179	complex_global_dock_01434
-766.401	-2.179	complex_global_dock_06746
-766.995	-2.179	complex_global_dock_01667
-765.390	-2.178	complex_global_dock_03067
-766.141	-2.178	complex_global_dock_09862
-766.199	-2.178	complex_global_dock_03746
-766.224	-2.178	complex_global_dock_03542
-766.615	-2.178	complex_global_dock_00272
-766.653	-2.178	complex_global_dock_02629
-766.968	-2.178	complex_global_dock_03402
-766.497	-2.177	complex_global_dock_06674
-766.835	-2.177	complex_global_dock_04301
-767.422	-2.177	complex_global_dock_01293
-765.946	-2.176	complex_global_dock_03647
-766.939	-2.176	complex_global_dock_07785
-767.067	-2.176	complex_global_dock_03518
-766.114	-2.175	complex_global_dock_08261
-766.543	-2.175	complex_global_dock_01917
-766.658	-2.175	complex_global_dock_02860
-766.805	-2.175	complex_global_dock_05570
-766.136	-2.174	complex_global_dock_00215
-766.390	-2.174	complex_global_dock_02509
-766.465	-2.174	complex_global_dock_08217
-766.551	-2.174	complex_global_dock_04270
-766.645	-2.174	complex_global_dock_08024
-766.747	-2.174	complex_global_dock_08612
-766.425	-2.173	complex_global_dock_09444
-766.653	-2.173	complex_global_dock_05006
-767.105	-2.173	complex_global_dock_02894
-767.713	-2.173	complex_global_dock_01427
-765.051	-2.172	complex_global_dock_07897
-766.646	-2.172	complex_global_dock_02117
-766.802	-2.172	complex_global_dock_02277
-766.833	-2.172	complex_global_dock_07571
-766.910	-2.172	complex_global_dock_07035
-767.283	-2.172	complex_global_dock_07881
-764.972	-2.171	complex_global_dock_03316
-765.577	-2.171	complex_global_dock_02546
-766.544	-2.171	complex_global_dock_06698
-766.621	-2.171	complex_global_dock_07119
-766.749	-2.171	complex_global_dock_08495
-767.101	-2.171	complex_global_dock_09761
-766.441	-2.170	complex_global_dock_05510
-767.064	-2.170	complex_global_dock_03395
-766.148	-2.169	complex_global_dock_09611
-766.165	-2.169	complex_global_dock_01516
-766.885	-2.169	complex_global_dock_05896
-766.973	-2.169	complex_global_dock_01056
-767.087	-2.169	complex_global_dock_07317
-766.296	-2.168	complex_global_dock_09806
-766.541	-2.167	complex_global_dock_00990
-766.721	-2.167	complex_global_dock_09675
-766.762	-2.167	complex_global_dock_03568
-766.902	-2.167	complex_global_dock_01251
-765.231	-2.166	complex_global_dock_03817
-766.654	-2.166	complex_global_dock_07996
-765.544	-2.165	complex_global_dock_00113
-765.984	-2.165	complex_global_dock_06685
-766.167	-2.165	complex_global_dock_05200
-766.427	-2.165	complex_global_dock_02955
-766.515	-2.165	complex_global_dock_07251
-766.709	-2.165	complex_global_dock_07990
-766.720	-2.165	complex_global_dock_02018
-767.076	-2.165	complex_global_dock_01089
-765.893	-2.164	complex_global_dock_08759
-766.661	-2.164	complex_global_dock_01688
-766.700	-2.163	complex_global_dock_01466
-766.870	-2.163	complex_global_dock_08884
-766.887	-2.163	complex_global_dock_09551
-765.358	-2.162	complex_global_dock_00845
-765.807	-2.161	complex_global_dock_01499
-766.129	-2.161	complex_global_dock_07001
-766.323	-2.161	complex_global_dock_06539
-766.427	-2.161	complex_global_dock_01264
-766.555	-2.161	complex_global_dock_04311
-766.252	-2.160	complex_global_dock_09534
-765.578	-2.159	complex_global_dock_09020
-766.347	-2.159	complex_global_dock_06754
-766.520	-2.159	complex_global_dock_06846
-766.577	-2.159	complex_global_dock_09055
-766.713	-2.159	complex_global_dock_06153
-767.102	-2.159	complex_global_dock_02713
-767.153	-2.159	complex_global_dock_01317
-765.752	-2.158	complex_global_dock_00070
-766.114	-2.158	complex_global_dock_08300
-766.412	-2.158	complex_global_dock_05073
-766.740	-2.158	complex_global_dock_06255
-766.861	-2.158	complex_global_dock_05222
-766.879	-2.158	complex_global_dock_05630
-765.693	-2.157	complex_global_dock_07095
-766.657	-2.157	complex_global_dock_07593
-765.759	-2.156	complex_global_dock_00148
-766.326	-2.156	complex_global_dock_05681
-766.245	-2.155	complex_global_dock_04630
-766.742	-2.155	complex_global_dock_00469
-766.782	-2.155	complex_global_dock_05174
-766.792	-2.155	complex_global_dock_02941
-766.816	-2.155	complex_global_dock_06706
-766.235	-2.154	complex_global_dock_07657
-766.226	-2.153	complex_global_dock_09695
-766.951	-2.153	complex_global_dock_08225
-767.054	-2.153	complex_global_dock_03476
-767.089	-2.153	complex_global_dock_06430
-767.093	-2.153	complex_global_dock_02358
-766.240	-2.152	complex_global_dock_06025
-766.364	-2.152	complex_global_dock_04760
-766.628	-2.152	complex_global_dock_06516
-766.672	-2.152	complex_global_dock_04763
-766.856	-2.152	complex_global_dock_04774
-766.867	-2.152	complex_global_dock_01594
-767.124	-2.152	complex_global_dock_04701
-767.483	-2.152	complex_global_dock_02319
-766.455	-2.151	complex_global_dock_00035
-765.003	-2.150	complex_global_dock_01296
-766.320	-2.150	complex_global_dock_04125
-766.462	-2.150	complex_global_dock_09065
-766.790	-2.150	complex_global_dock_04287
-764.606	-2.149	complex_global_dock_06889
-766.072	-2.149	complex_global_dock_01166
-766.463	-2.149	complex_global_dock_00744
-766.678	-2.149	complex_global_dock_08735
-766.692	-2.149	complex_global_dock_07584
-767.058	-2.149	complex_global_dock_02986
-766.726	-2.148	complex_global_dock_08135
-766.742	-2.148	complex_global_dock_04057
-767.991	-2.148	complex_global_dock_09311
-766.466	-2.147	complex_global_dock_08658
-766.757	-2.147	complex_global_dock_02173
-766.869	-2.147	complex_global_dock_06768
-767.098	-2.147	complex_global_dock_01701
-767.398	-2.147	complex_global_dock_06815
-767.440	-2.147	complex_global_dock_07226
-766.117	-2.146	complex_global_dock_01598
-766.482	-2.146	complex_global_dock_03497
-767.350	-2.146	complex_global_dock_05930
-763.317	-2.145	complex_global_dock_07242
-763.417	-2.145	complex_global_dock_05080
-765.523	-2.145	complex_global_dock_00666
-765.902	-2.145	complex_global_dock_05652
-766.186	-2.145	complex_global_dock_09257
-766.266	-2.145	complex_global_dock_09410
-766.445	-2.145	complex_global_dock_00084
-765.893	-2.144	complex_global_dock_02451
-766.739	-2.144	complex_global_dock_07169
-766.830	-2.144	complex_global_dock_04220
-767.131	-2.144	complex_global_dock_00430
-767.156	-2.144	complex_global_dock_09640
-765.800	-2.143	complex_global_dock_02813
-766.517	-2.143	complex_global_dock_03125
-766.958	-2.143	complex_global_dock_08702
-766.060	-2.141	complex_global_dock_03699
-766.348	-2.141	complex_global_dock_09182
-766.734	-2.141	complex_global_dock_08285
-765.796	-2.140	complex_global_dock_06249
-766.057	-2.140	complex_global_dock_03388
-766.115	-2.140	complex_global_dock_07221
-766.268	-2.140	complex_global_dock_09468
-767.091	-2.140	complex_global_dock_05828
-761.590	-2.139	complex_global_dock_03854
-765.605	-2.139	complex_global_dock_08181
-765.904	-2.139	complex_global_dock_09714
-766.558	-2.139	complex_global_dock_06988
-766.987	-2.139	complex_global_dock_03207
-767.066	-2.139	complex_global_dock_01612
-767.986	-2.139	complex_global_dock_02946
-765.667	-2.138	complex_global_dock_01641
-765.831	-2.138	complex_global_dock_05295
-766.343	-2.138	complex_global_dock_01754
-766.407	-2.138	complex_global_dock_04355
-766.447	-2.138	complex_global_dock_00477
-766.480	-2.138	complex_global_dock_09259
-766.540	-2.138	complex_global_dock_00564
-766.737	-2.138	complex_global_dock_01572
-765.079	-2.137	complex_global_dock_03597
-765.548	-2.137	complex_global_dock_06288
-766.401	-2.137	complex_global_dock_06648
-766.440	-2.137	complex_global_dock_09173
-766.684	-2.137	complex_global_dock_07089
-766.142	-2.136	complex_global_dock_06642
-766.408	-2.136	complex_global_dock_02303
-766.686	-2.136	complex_global_dock_02507
-766.022	-2.135	complex_global_dock_04972
-766.262	-2.135	complex_global_dock_05297
-766.300	-2.135	complex_global_dock_04872
-766.444	-2.135	complex_global_dock_07837
-765.952	-2.134	complex_global_dock_04881
-766.166	-2.134	complex_global_dock_04451
-766.366	-2.134	complex_global_dock_01405
-766.403	-2.134	complex_global_dock_07455
-766.476	-2.134	complex_global_dock_03046
-766.500	-2.134	complex_global_dock_00710
-766.676	-2.134	complex_global_dock_08832
-766.704	-2.134	complex_global_dock_09397
-765.925	-2.132	complex_global_dock_03571
-766.498	-2.132	complex_global_dock_04659
-766.550	-2.132	complex_global_dock_05494
-766.636	-2.132	complex_global_dock_01993
-766.851	-2.132	complex_global_dock_05296
-763.589	-2.131	complex_global_dock_04987
-763.973	-2.131	complex_global_dock_08665
-766.332	-2.131	complex_global_dock_00194
-766.358	-2.131	complex_global_dock_06994
-766.579	-2.131	complex_global_dock_05967
-766.713	-2.131	complex_global_dock_05308
-766.660	-2.130	complex_global_dock_01634
-766.681	-2.130	complex_global_dock_05707
-765.404	-2.129	complex_global_dock_09900
-766.663	-2.129	complex_global_dock_08008
-766.339	-2.128	complex_global_dock_09589
-766.494	-2.128	complex_global_dock_06049
-766.516	-2.128	complex_global_dock_04671
-766.559	-2.128	complex_global_dock_03277
-766.602	-2.128	complex_global_dock_01722
-765.903	-2.127	complex_global_dock_06519
-766.590	-2.127	complex_global_dock_02339
-766.753	-2.127	complex_global_dock_04051
-765.789	-2.126	complex_global_dock_04235
-766.202	-2.126	complex_global_dock_09167
-766.233	-2.126	complex_global_dock_05094
-766.542	-2.126	complex_global_dock_03579
-766.797	-2.126	complex_global_dock_05815
-766.887	-2.126	complex_global_dock_00393
-766.203	-2.125	complex_global_dock_09827
-766.728	-2.125	complex_global_dock_01759
-766.741	-2.125	complex_global_dock_05412
-763.976	-2.124	complex_global_dock_04933
-765.803	-2.124	complex_global_dock_01514
-765.950	-2.124	complex_global_dock_09462
-766.208	-2.124	complex_global_dock_00082
-766.239	-2.124	complex_global_dock_02980
-766.765	-2.124	complex_global_dock_07658
-766.857	-2.124	complex_global_dock_09751
-766.418	-2.123	complex_global_dock_09965
-766.659	-2.123	complex_global_dock_01592
-766.716	-2.123	complex_global_dock_07354
-766.929	-2.123	complex_global_dock_06414
-766.383	-2.122	complex_global_dock_05449
-766.404	-2.122	complex_global_dock_01517
-766.737	-2.122	complex_global_dock_01451
-766.469	-2.121	complex_global_dock_08767
-766.566	-2.121	complex_global_dock_09667
-766.746	-2.121	complex_global_dock_02380
-765.892	-2.120	complex_global_dock_05692
-766.383	-2.120	complex_global_dock_02761
-766.642	-2.120	complex_global_dock_00887
-766.962	-2.120	complex_global_dock_01292
-765.868	-2.118	complex_global_dock_05399
-766.559	-2.118	complex_global_dock_08321
-766.668	-2.118	complex_global_dock_07517
-766.730	-2.118	complex_global_dock_07343
-766.783	-2.118	complex_global_dock_00205
-766.784	-2.118	complex_global_dock_05400
-766.907	-2.118	complex_global_dock_05644
-761.495	-2.117	complex_global_dock_06495
-766.280	-2.117	complex_global_dock_04424
-766.515	-2.117	complex_global_dock_07366
-766.588	-2.117	complex_global_dock_03967
-766.639	-2.117	complex_global_dock_04699
-766.761	-2.117	complex_global_dock_02112
-767.010	-2.117	complex_global_dock_03715
-765.940	-2.116	complex_global_dock_01355
-766.231	-2.116	complex_global_dock_06434
-766.822	-2.116	complex_global_dock_07234
-765.794	-2.115	complex_global_dock_09291
-766.452	-2.115	complex_global_dock_08472
-767.133	-2.115	complex_global_dock_02582
-766.657	-2.113	complex_global_dock_00168
-766.762	-2.113	complex_global_dock_07426
-766.795	-2.113	complex_global_dock_01344
-766.948	-2.113	complex_global_dock_03979
-763.211	-2.112	complex_global_dock_07925
-766.050	-2.112	complex_global_dock_06351
-766.268	-2.112	complex_global_dock_05382
-766.708	-2.112	complex_global_dock_08214
-766.794	-2.112	complex_global_dock_04926
-766.825	-2.112	complex_global_dock_04264
-767.428	-2.112	complex_global_dock_07558
-763.786	-2.111	complex_global_dock_09633
-766.332	-2.111	complex_global_dock_04706
-766.379	-2.111	complex_global_dock_07676
-766.387	-2.111	complex_global_dock_00128
-766.666	-2.111	complex_global_dock_05026
-766.726	-2.111	complex_global_dock_05188
-766.973	-2.111	complex_global_dock_07355
-766.998	-2.111	complex_global_dock_08289
-765.673	-2.110	complex_global_dock_00228
-766.260	-2.110	complex_global_dock_05685
-766.592	-2.110	complex_global_dock_07224
-766.649	-2.110	complex_global_dock_07504
-766.890	-2.110	complex_global_dock_03717
-767.044	-2.110	complex_global_dock_02437
-766.289	-2.109	complex_global_dock_03910
-766.889	-2.109	complex_global_dock_08376
-766.036	-2.108	complex_global_dock_02295
-767.262	-2.108	complex_global_dock_00017
-767.454	-2.108	complex_global_dock_05704
-766.076	-2.107	complex_global_dock_01139
-765.883	-2.106	complex_global_dock_09509
-765.985	-2.106	complex_global_dock_02166
-766.325	-2.106	complex_global_dock_05342
-764.673	-2.105	complex_global_dock_03550
-765.309	-2.105	complex_global_dock_04708
-765.724	-2.105	complex_global_dock_01153
-765.984	-2.105	complex_global_dock_09985
-766.120	-2.105	complex_global_dock_09770
-766.253	-2.105	complex_global_dock_08601
-766.289	-2.105	complex_global_dock_01467
-753.143	-2.104	complex_global_dock_03835
-765.933	-2.104	complex_global_dock_07191
-766.151	-2.104	complex_global_dock_09973
-766.167	-2.104	complex_global_dock_03674
-766.188	-2.104	complex_global_dock_06324
-766.670	-2.104	complex_global_dock_03776
-766.432	-2.103	complex_global_dock_07260
-766.676	-2.103	complex_global_dock_09042
-765.967	-2.102	complex_global_dock_04583
-766.897	-2.102	complex_global_dock_09084
-767.128	-2.102	complex_global_dock_06143
-765.876	-2.101	complex_global_dock_06971
-765.919	-2.101	complex_global_dock_08057
-766.554	-2.101	complex_global_dock_03462
-765.402	-2.100	complex_global_dock_00650
-766.475	-2.100	complex_global_dock_08150
-766.591	-2.100	complex_global_dock_06213
-766.139	-2.099	complex_global_dock_08350
-766.249	-2.099	complex_global_dock_07235
-766.391	-2.099	complex_global_dock_09582
-766.795	-2.099	complex_global_dock_01593
-765.848	-2.098	complex_global_dock_00893
-765.784	-2.097	complex_global_dock_08089
-766.352	-2.097	complex_global_dock_09196
-766.505	-2.097	complex_global_dock_08560
-766.666	-2.097	complex_global_dock_05367
-766.500	-2.096	complex_global_dock_03005
-766.754	-2.096	complex_global_dock_01274
-766.235	-2.095	complex_global_dock_06794
-766.396	-2.095	complex_global_dock_00803
-766.406	-2.095	complex_global_dock_01834
-767.008	-2.095	complex_global_dock_06083
-766.265	-2.094	complex_global_dock_04362
-766.436	-2.094	complex_global_dock_06658
-766.502	-2.093	complex_global_dock_00570
-765.817	-2.092	complex_global_dock_08661
-766.092	-2.092	complex_global_dock_04275
-766.306	-2.092	complex_global_dock_01397
-766.496	-2.092	complex_global_dock_00555
-765.987	-2.091	complex_global_dock_06504
-766.397	-2.091	complex_global_dock_03421
-766.455	-2.091	complex_global_dock_09027
-766.590	-2.091	complex_global_dock_01749
-766.721	-2.091	complex_global_dock_09053
-766.816	-2.091	complex_global_dock_06526
-767.019	-2.091	complex_global_dock_07904
-767.263	-2.091	complex_global_dock_03171
-766.290	-2.090	complex_global_dock_03730
-766.086	-2.089	complex_global_dock_06481
-765.878	-2.088	complex_global_dock_06872
-766.569	-2.088	complex_global_dock_01111
-766.589	-2.088	complex_global_dock_07591
-766.763	-2.088	complex_global_dock_02307
-766.779	-2.087	complex_global_dock_04719
-766.475	-2.086	complex_global_dock_03349
-766.535	-2.086	complex_global_dock_08152
-766.614	-2.086	complex_global_dock_08815
