total_score	I_sc	description
-766.469	-1.678	complex_global_dock_00417
-765.662	-1.677	complex_global_dock_02369
-765.680	-1.677	complex_global_dock_01310
-766.457	-1.677	complex_global_dock_02486
-767.394	-1.677	complex_global_dock_07233
-766.192	-1.676	complex_global_dock_06866
-766.262	-1.676	complex_global_dock_02641
-766.288	-1.676	complex_global_dock_03819
-766.335	-1.676	complex_global_dock_08073
-766.054	-1.675	complex_global_dock_08134
-766.082	-1.675	complex_global_dock_07172
-766.220	-1.675	complex_global_dock_05871
-766.503	-1.675	complex_global_dock_02871
-766.593	-1.675	complex_global_dock_05788
-766.780	-1.675	complex_global_dock_03172
-766.875	-1.675	complex_global_dock_04589
-765.831	-1.674	complex_global_dock_00580
-766.859	-1.674	complex_global_dock_01982
-765.662	-1.673	complex_global_dock_04819
-765.845	-1.673	complex_global_dock_03603
-765.899	-1.673	complex_global_dock_04217
-766.050	-1.673	complex_global_dock_04615
-766.433	-1.673	complex_global_dock_06202
-765.261	-1.672	complex_global_dock_01742
-765.987	-1.672	complex_global_dock_06638
-766.475	-1.672	complex_global_dock_04100
-766.082	-1.671	complex_global_dock_08501
-766.310	-1.671	complex_global_dock_04695
-765.713	-1.670	complex_global_dock_05798
-765.855	-1.670	complex_global_dock_07673
-766.007	-1.670	complex_global_dock_04267
-766.123	-1.670	complex_global_dock_07686
-766.136	-1.670	complex_global_dock_08108
-766.182	-1.670	complex_global_dock_01128
-766.261	-1.670	complex_global_dock_04776
-766.641	-1.670	complex_global_dock_09437
-766.229	-1.669	complex_global_dock_02098
-766.404	-1.669	complex_global_dock_04643
-766.977	-1.669	complex_global_dock_07052
-765.601	-1.668	complex_global_dock_05654
-766.369	-1.668	complex_global_dock_04049
-766.447	-1.668	complex_global_dock_00448
-766.395	-1.667	complex_global_dock_01929
-766.640	-1.667	complex_global_dock_02298
-766.777	-1.667	complex_global_dock_04952
-765.548	-1.666	complex_global_dock_05370
-765.907	-1.666	complex_global_dock_01871
-766.157	-1.666	complex_global_dock_08045
-766.495	-1.666	complex_global_dock_00905
-765.912	-1.665	complex_global_dock_03018
-765.940	-1.665	complex_global_dock_01668
-766.302	-1.665	complex_global_dock_04712
-765.591	-1.664	complex_global_dock_02669
-766.056	-1.664	complex_global_dock_08907
-766.272	-1.664	complex_global_dock_07977
-766.336	-1.664	complex_global_dock_08669
-766.042	-1.663	complex_global_dock_05612
-766.310	-1.663	complex_global_dock_03770
-766.516	-1.663	complex_global_dock_00522
-742.861	-1.662	complex_global_dock_02526
-765.863	-1.662	complex_global_dock_05771
-766.505	-1.662	complex_global_dock_05034
-766.530	-1.662	complex_global_dock_06599
-766.190	-1.661	complex_global_dock_07313
-765.748	-1.660	complex_global_dock_03756
-765.817	-1.660	complex_global_dock_06304
-766.226	-1.660	complex_global_dock_05340
-766.440	-1.660	complex_global_dock_07763
-766.621	-1.660	complex_global_dock_05921
-766.020	-1.659	complex_global_dock_01267
-766.589	-1.659	complex_global_dock_06185
-766.775	-1.659	complex_global_dock_01700
-765.041	-1.658	complex_global_dock_08984
-765.728	-1.658	complex_global_dock_07201
-765.982	-1.657	complex_global_dock_05181
-766.376	-1.657	complex_global_dock_00827
-766.470	-1.657	complex_global_dock_02157
-766.826	-1.657	complex_global_dock_00286
-765.730	-1.656	complex_global_dock_05109
-766.590	-1.656	complex_global_dock_07518
-765.435	-1.654	complex_global_dock_03009
-765.687	-1.654	complex_global_dock_02550
-766.040	-1.654	complex_global_dock_08307
-766.413	-1.654	complex_global_dock_01520
-766.199	-1.653	complex_global_dock_03766
-766.666	-1.653	complex_global_dock_00526
-766.787	-1.653	complex_global_dock_02968
-765.216	-1.652	complex_global_dock_05724
-766.271	-1.652	complex_global_dock_09784
-764.801	-1.651	complex_global_dock_05456
-765.644	-1.651	complex_global_dock_04268
-765.753	-1.651	complex_global_dock_05076
-765.758	-1.651	complex_global_dock_02414
-765.892	-1.651	complex_global_dock_03173
-765.906	-1.651	complex_global_dock_09541
-766.010	-1.651	complex_global_dock_04400
-766.132	-1.651	complex_global_dock_08200
-766.205	-1.651	complex_global_dock_03206
-765.768	-1.650	complex_global_dock_00119
-765.880	-1.650	complex_global_dock_04070
-766.311	-1.650	complex_global_dock_02576
-766.361	-1.650	complex_global_dock_06836
-766.600	-1.650	complex_global_dock_03308
-766.100	-1.649	complex_global_dock_04073
-766.208	-1.649	complex_global_dock_04756
-766.299	-1.649	complex_global_dock_06965
-766.640	-1.649	complex_global_dock_07167
-764.715	-1.648	complex_global_dock_04454
-765.281	-1.648	complex_global_dock_05298
-765.430	-1.648	complex_global_dock_03042
-766.025	-1.648	complex_global_dock_01091
-766.269	-1.648	complex_global_dock_02325
-766.556	-1.648	complex_global_dock_07091
-765.665	-1.647	complex_global_dock_05850
-766.153	-1.647	complex_global_dock_01266
-766.524	-1.647	complex_global_dock_04093
-765.679	-1.646	complex_global_dock_05357
-765.878	-1.646	complex_global_dock_03549
-766.092	-1.646	complex_global_dock_03923
-766.414	-1.646	complex_global_dock_01607
-765.626	-1.645	complex_global_dock_08764
-765.730	-1.645	complex_global_dock_05824
-766.148	-1.645	complex_global_dock_02017
-766.217	-1.645	complex_global_dock_07021
-766.275	-1.645	complex_global_dock_07342
-767.052	-1.645	complex_global_dock_07609
-765.664	-1.644	complex_global_dock_00516
-765.763	-1.644	complex_global_dock_04472
-765.908	-1.644	complex_global_dock_09542
-766.241	-1.643	complex_global_dock_07323
-765.373	-1.642	complex_global_dock_07499
-765.888	-1.642	complex_global_dock_06764
-766.068	-1.641	complex_global_dock_06739
-766.260	-1.641	complex_global_dock_01546
-765.287	-1.640	complex_global_dock_06124
-765.654	-1.640	complex_global_dock_05775
-766.178	-1.640	complex_global_dock_09031
-766.256	-1.640	complex_global_dock_08349
-766.355	-1.640	complex_global_dock_02091
-766.371	-1.640	complex_global_dock_08819
-765.984	-1.639	complex_global_dock_08480
-765.990	-1.639	complex_global_dock_05432
-766.015	-1.639	complex_global_dock_07780
-766.289	-1.639	complex_global_dock_08617
-764.521	-1.638	complex_global_dock_09594
-766.015	-1.638	complex_global_dock_00826
-766.311	-1.638	complex_global_dock_04020
-766.404	-1.638	complex_global_dock_06602
-766.465	-1.638	complex_global_dock_00463
-765.257	-1.637	complex_global_dock_05113
-766.271	-1.637	complex_global_dock_01352
-766.364	-1.637	complex_global_dock_02510
-766.371	-1.637	complex_global_dock_05642
-766.593	-1.637	complex_global_dock_08195
-765.738	-1.636	complex_global_dock_09382
-766.215	-1.636	complex_global_dock_01473
-765.602	-1.634	complex_global_dock_09457
-763.407	-1.633	complex_global_dock_03382
-766.142	-1.633	complex_global_dock_05422
-766.923	-1.633	complex_global_dock_03691
-765.491	-1.632	complex_global_dock_03058
-765.994	-1.632	complex_global_dock_01831
-766.139	-1.632	complex_global_dock_02675
-766.281	-1.632	complex_global_dock_00049
-766.618	-1.632	complex_global_dock_06809
-766.119	-1.631	complex_global_dock_03346
-766.392	-1.631	complex_global_dock_02978
-765.487	-1.630	complex_global_dock_08260
-765.899	-1.628	complex_global_dock_08332
-766.012	-1.628	complex_global_dock_06502
-766.083	-1.628	complex_global_dock_05060
-766.837	-1.628	complex_global_dock_01102
-766.576	-1.627	complex_global_dock_04281
-762.721	-1.626	complex_global_dock_00305
-765.469	-1.626	complex_global_dock_02940
-765.826	-1.626	complex_global_dock_03201
-766.123	-1.626	complex_global_dock_06113
-766.204	-1.626	complex_global_dock_04894
-766.321	-1.626	complex_global_dock_09888
-766.254	-1.625	complex_global_dock_02750
-766.731	-1.625	complex_global_dock_08277
-765.514	-1.624	complex_global_dock_04065
-765.600	-1.624	complex_global_dock_05289
-766.081	-1.624	complex_global_dock_03078
-765.189	-1.623	complex_global_dock_05557
-765.597	-1.623	complex_global_dock_02529
-766.150	-1.623	complex_global_dock_08692
-766.211	-1.623	complex_global_dock_08396
-766.293	-1.623	complex_global_dock_00048
-766.484	-1.623	complex_global_dock_09303
-766.584	-1.623	complex_global_dock_09000
-766.644	-1.623	complex_global_dock_09146
-766.428	-1.622	complex_global_dock_06240
-766.110	-1.621	complex_global_dock_02374
-766.467	-1.621	complex_global_dock_02086
-766.511	-1.621	complex_global_dock_02520
-766.753	-1.621	complex_global_dock_08652
-765.278	-1.620	complex_global_dock_09505
-766.027	-1.620	complex_global_dock_09333
-766.095	-1.620	complex_global_dock_02188
-766.098	-1.620	complex_global_dock_00157
-766.123	-1.620	complex_global_dock_09718
-766.176	-1.620	complex_global_dock_07367
-766.497	-1.620	complex_global_dock_03751
-766.582	-1.620	complex_global_dock_02320
-764.804	-1.619	complex_global_dock_09974
-766.346	-1.619	complex_global_dock_05267
-766.565	-1.619	complex_global_dock_00355
-765.659	-1.618	complex_global_dock_00669
-766.140	-1.618	complex_global_dock_09860
-766.823	-1.618	complex_global_dock_04934
-765.510	-1.617	complex_global_dock_09183
-765.803	-1.617	complex_global_dock_00829
-766.207	-1.616	complex_global_dock_08088
-766.493	-1.616	complex_global_dock_06407
-766.506	-1.616	complex_global_dock_09459
-766.976	-1.616	complex_global_dock_09727
-766.263	-1.615	complex_global_dock_05012
-766.540	-1.615	complex_global_dock_05484
-764.779	-1.614	complex_global_dock_00176
-765.813	-1.614	complex_global_dock_03378
-765.622	-1.613	complex_global_dock_00811
-766.243	-1.613	complex_global_dock_07823
-766.543	-1.613	complex_global_dock_03697
-765.921	-1.612	complex_global_dock_01535
-766.269	-1.612	complex_global_dock_05243
-766.709	-1.612	complex_global_dock_02581
-765.843	-1.611	complex_global_dock_00702
-766.191	-1.611	complex_global_dock_02864
-766.409	-1.611	complex_global_dock_05717
-766.477	-1.611	complex_global_dock_06226
-765.799	-1.610	complex_global_dock_02716
-766.082	-1.610	complex_global_dock_08473
-766.105	-1.610	complex_global_dock_05285
-766.146	-1.610	complex_global_dock_07230
-766.154	-1.610	complex_global_dock_00708
-766.509	-1.610	complex_global_dock_06266
-767.269	-1.610	complex_global_dock_08912
-766.108	-1.609	complex_global_dock_01318
-766.479	-1.609	complex_global_dock_09483
-765.459	-1.608	complex_global_dock_01496
-766.077	-1.608	complex_global_dock_01988
-766.079	-1.608	complex_global_dock_05817
-766.124	-1.608	complex_global_dock_03943
-766.536	-1.608	complex_global_dock_04419
-765.475	-1.607	complex_global_dock_01900
-765.634	-1.607	complex_global_dock_09376
-766.025	-1.606	complex_global_dock_04035
-766.249	-1.606	complex_global_dock_00307
-765.222	-1.605	complex_global_dock_08570
-765.705	-1.605	complex_global_dock_07949
-765.837	-1.605	complex_global_dock_08593
-766.794	-1.605	complex_global_dock_04164
-765.791	-1.604	complex_global_dock_08765
-766.020	-1.604	complex_global_dock_09270
-765.592	-1.603	complex_global_dock_06079
-765.656	-1.603	complex_global_dock_05740
-765.704	-1.603	complex_global_dock_02067
-765.897	-1.603	complex_global_dock_07902
-765.937	-1.603	complex_global_dock_02492
-766.124	-1.603	complex_global_dock_04466
-766.223	-1.603	complex_global_dock_06742
-766.590	-1.603	complex_global_dock_09803
-765.923	-1.602	complex_global_dock_07084
-766.060	-1.602	complex_global_dock_05797
-766.117	-1.602	complex_global_dock_08478
-765.243	-1.601	complex_global_dock_07472
-765.282	-1.601	complex_global_dock_05573
-765.632	-1.601	complex_global_dock_04053
-766.109	-1.601	complex_global_dock_09241
-766.115	-1.601	complex_global_dock_04915
-766.296	-1.601	complex_global_dock_09441
-766.129	-1.600	complex_global_dock_02611
-766.115	-1.599	complex_global_dock_00858
-765.754	-1.598	complex_global_dock_09358
-765.341	-1.597	complex_global_dock_05067
-765.917	-1.597	complex_global_dock_06933
-766.101	-1.596	complex_global_dock_01775
-765.667	-1.594	complex_global_dock_05377
-766.019	-1.594	complex_global_dock_07594
-766.110	-1.594	complex_global_dock_05090
-766.195	-1.594	complex_global_dock_09425
-766.109	-1.593	complex_global_dock_01891
-766.155	-1.592	complex_global_dock_00293
-766.418	-1.592	complex_global_dock_08402
-764.931	-1.591	complex_global_dock_04430
-765.462	-1.591	complex_global_dock_05212
-765.611	-1.591	complex_global_dock_06464
-766.321	-1.591	complex_global_dock_04304
-766.330	-1.591	complex_global_dock_08093
-765.493	-1.590	complex_global_dock_01287
-766.027	-1.590	complex_global_dock_04693
-766.079	-1.590	complex_global_dock_02093
-766.085	-1.590	complex_global_dock_00442
-766.337	-1.590	complex_global_dock_02409
-766.369	-1.589	complex_global_dock_09608
-765.266	-1.588	complex_global_dock_06298
-766.277	-1.587	complex_global_dock_04928
-765.517	-1.586	complex_global_dock_04878
-765.788	-1.586	complex_global_dock_00530
-765.828	-1.586	complex_global_dock_06820
-766.210	-1.586	complex_global_dock_08459
-766.278	-1.586	complex_global_dock_02726
-766.392	-1.586	complex_global_dock_03743
-766.727	-1.586	complex_global_dock_00010
-765.744	-1.585	complex_global_dock_05816
-766.156	-1.585	complex_global_dock_00292
-766.156	-1.585	complex_global_dock_02387
-765.445	-1.584	complex_global_dock_05280
-765.759	-1.584	complex_global_dock_09825
-766.041	-1.584	complex_global_dock_07790
-765.572	-1.583	complex_global_dock_06922
-765.979	-1.583	complex_global_dock_09821
-766.107	-1.583	complex_global_dock_05055
-766.203	-1.583	complex_global_dock_06102
-766.209	-1.582	complex_global_dock_09028
-766.548	-1.582	complex_global_dock_09100
-765.326	-1.581	complex_global_dock_02982
-766.007	-1.581	complex_global_dock_06798
-766.012	-1.581	complex_global_dock_04111
-766.013	-1.581	complex_global_dock_09187
-766.126	-1.581	complex_global_dock_00599
-766.883	-1.581	complex_global_dock_06551
-767.051	-1.581	complex_global_dock_06520
-766.624	-1.580	complex_global_dock_03613
-765.722	-1.579	complex_global_dock_04181
-765.894	-1.579	complex_global_dock_00255
-766.166	-1.579	complex_global_dock_05187
-766.337	-1.579	complex_global_dock_01480
-764.270	-1.578	complex_global_dock_05932
-765.878	-1.578	complex_global_dock_03369
-766.087	-1.578	complex_global_dock_00942
-767.020	-1.578	complex_global_dock_08786
-763.450	-1.577	complex_global_dock_08223
-765.155	-1.577	complex_global_dock_02050
-765.917	-1.577	complex_global_dock_03898
-765.943	-1.577	complex_global_dock_09413
-766.097	-1.577	complex_global_dock_09302
-766.142	-1.577	complex_global_dock_01887
-766.359	-1.577	complex_global_dock_06204
-765.594	-1.576	complex_global_dock_01637
-765.994	-1.576	complex_global_dock_07751
-766.219	-1.576	complex_global_dock_08818
-765.906	-1.575	complex_global_dock_08854
-766.081	-1.575	complex_global_dock_05728
-766.110	-1.575	complex_global_dock_06671
-765.637	-1.574	complex_global_dock_05380
-765.663	-1.574	complex_global_dock_08000
-766.351	-1.574	complex_global_dock_03786
-766.495	-1.574	complex_global_dock_00700
-765.914	-1.573	complex_global_dock_06215
-765.750	-1.572	complex_global_dock_07993
-765.926	-1.572	complex_global_dock_05521
-765.940	-1.572	complex_global_dock_00787
-765.978	-1.572	complex_global_dock_09037
-766.266	-1.572	complex_global_dock_03115
-765.819	-1.571	complex_global_dock_06164
-766.103	-1.571	complex_global_dock_08020
-766.136	-1.571	complex_global_dock_06800
-765.592	-1.570	complex_global_dock_06677
-765.982	-1.570	complex_global_dock_04746
-766.063	-1.570	complex_global_dock_01617
-766.350	-1.570	complex_global_dock_06101
-765.276	-1.569	complex_global_dock_07685
-765.832	-1.569	complex_global_dock_08497
-765.981	-1.569	complex_global_dock_05992
-766.272	-1.569	complex_global_dock_07477
-766.431	-1.569	complex_global_dock_02088
-766.060	-1.568	complex_global_dock_00169
-765.741	-1.566	complex_global_dock_03386
-765.843	-1.565	complex_global_dock_04274
-765.867	-1.565	complex_global_dock_08500
-755.989	-1.563	complex_global_dock_04918
-765.916	-1.563	complex_global_dock_00018
-766.179	-1.563	complex_global_dock_01932
-766.350	-1.563	complex_global_dock_07073
-766.852	-1.563	complex_global_dock_08556
-765.196	-1.562	complex_global_dock_07769
-765.562	-1.562	complex_global_dock_07830
-766.966	-1.562	complex_global_dock_09781
-765.278	-1.561	complex_global_dock_08167
-765.583	-1.561	complex_global_dock_01275
-766.136	-1.561	complex_global_dock_04733
-766.222	-1.561	complex_global_dock_00295
-766.255	-1.561	complex_global_dock_02238
-766.544	-1.561	complex_global_dock_08882
-766.187	-1.560	complex_global_dock_09175
-765.723	-1.559	complex_global_dock_01121
-766.238	-1.559	complex_global_dock_03897
-766.611	-1.559	complex_global_dock_03221
-765.533	-1.558	complex_global_dock_02006
-766.018	-1.558	complex_global_dock_00233
-766.361	-1.558	complex_global_dock_08385
-766.513	-1.558	complex_global_dock_09151
-765.943	-1.557	complex_global_dock_04278
-766.335	-1.557	complex_global_dock_06532
-764.104	-1.556	complex_global_dock_04965
-765.652	-1.556	complex_global_dock_05039
-765.676	-1.556	complex_global_dock_03256
-765.841	-1.556	complex_global_dock_09869
-765.658	-1.555	complex_global_dock_09408
-766.056	-1.555	complex_global_dock_01106
-766.320	-1.555	complex_global_dock_04425
-765.791	-1.554	complex_global_dock_09395
-765.984	-1.554	complex_global_dock_09465
-766.028	-1.554	complex_global_dock_00333
-765.796	-1.553	complex_global_dock_03077
-766.153	-1.553	complex_global_dock_09626
-766.199	-1.553	complex_global_dock_00154
-765.893	-1.552	complex_global_dock_04578
-766.577	-1.552	complex_global_dock_08571
-766.431	-1.551	complex_global_dock_03055
-766.021	-1.550	complex_global_dock_09566
-767.063	-1.550	complex_global_dock_04445
-767.141	-1.550	complex_global_dock_06273
-765.959	-1.549	complex_global_dock_07762
-765.973	-1.549	complex_global_dock_01847
-766.297	-1.549	complex_global_dock_09814
-766.520	-1.549	complex_global_dock_00559
-764.446	-1.548	complex_global_dock_06590
-766.124	-1.548	complex_global_dock_04367
-766.734	-1.548	complex_global_dock_09010
-765.421	-1.547	complex_global_dock_04817
-765.779	-1.547	complex_global_dock_05307
-765.985	-1.547	complex_global_dock_02479
-766.344	-1.547	complex_global_dock_03867
-766.350	-1.547	complex_global_dock_04536
-766.684	-1.547	complex_global_dock_04340
-765.247	-1.546	complex_global_dock_01388
-765.920	-1.546	complex_global_dock_01768
-766.343	-1.545	complex_global_dock_07502
-765.569	-1.544	complex_global_dock_03480
-765.790	-1.544	complex_global_dock_07381
-765.870	-1.544	complex_global_dock_02035
-766.182	-1.544	complex_global_dock_04744
-766.268	-1.543	complex_global_dock_04484
-766.616	-1.543	complex_global_dock_01269
-765.549	-1.542	complex_global_dock_04149
-765.588	-1.542	complex_global_dock_08874
-765.804	-1.542	complex_global_dock_03952
-765.808	-1.542	complex_global_dock_09216
-766.148	-1.542	complex_global_dock_06490
-765.077	-1.541	complex_global_dock_03681
-766.977	-1.541	complex_global_dock_01470
-767.213	-1.541	complex_global_dock_03379
-765.164	-1.540	complex_global_dock_09294
-766.131	-1.540	complex_global_dock_05804
-766.170	-1.540	complex_global_dock_04842
-766.180	-1.540	complex_global_dock_05427
-766.238	-1.540	complex_global_dock_03184
-766.359	-1.540	complex_global_dock_06582
-766.812	-1.540	complex_global_dock_04062
-766.947	-1.540	complex_global_dock_04289
-758.102	-1.539	complex_global_dock_02993
-764.931	-1.539	complex_global_dock_05607
-765.548	-1.539	complex_global_dock_06665
-766.075	-1.539	complex_global_dock_00753
-765.474	-1.538	complex_global_dock_06052
-766.082	-1.538	complex_global_dock_03294
-765.439	-1.537	complex_global_dock_06169
-765.823	-1.537	complex_global_dock_09335
-766.196	-1.537	complex_global_dock_03532
-765.974	-1.535	complex_global_dock_00411
-765.979	-1.535	complex_global_dock_08868
-765.999	-1.535	complex_global_dock_03811
-766.178	-1.535	complex_global_dock_04861
-764.880	-1.534	complex_global_dock_06500
-765.947	-1.534	complex_global_dock_00601
-766.128	-1.534	complex_global_dock_01465
-766.346	-1.534	complex_global_dock_00885
-761.265	-1.533	complex_global_dock_03317
-765.788	-1.533	complex_global_dock_03876
-765.953	-1.533	complex_global_dock_05929
-766.052	-1.533	complex_global_dock_07870
-766.136	-1.533	complex_global_dock_06368
-766.192	-1.533	complex_global_dock_02876
-766.215	-1.533	complex_global_dock_06200
-765.484	-1.532	complex_global_dock_00779
-765.619	-1.532	complex_global_dock_09526
-765.659	-1.532	complex_global_dock_04504
-765.690	-1.532	complex_global_dock_05102
-765.810	-1.532	complex_global_dock_00778
-766.009	-1.530	complex_global_dock_03926
-766.349	-1.530	complex_global_dock_08240
-766.405	-1.530	complex_global_dock_01590
-766.903	-1.530	complex_global_dock_07967
-761.026	-1.529	complex_global_dock_06369
-765.552	-1.529	complex_global_dock_08250
-765.851	-1.529	complex_global_dock_00496
-765.939	-1.529	complex_global_dock_07740
-766.125	-1.529	complex_global_dock_00277
-766.206	-1.529	complex_global_dock_05040
-766.302	-1.529	complex_global_dock_03580
-766.665	-1.529	complex_global_dock_09350
-765.947	-1.528	complex_global_dock_07291
-766.088	-1.528	complex_global_dock_01728
-765.062	-1.527	complex_global_dock_03374
-765.966	-1.527	complex_global_dock_04797
-766.027	-1.527	complex_global_dock_06424
-766.044	-1.527	complex_global_dock_08071
-766.260	-1.527	complex_global_dock_01821
-766.265	-1.527	complex_global_dock_06065
-766.355	-1.527	complex_global_dock_00684
-766.044	-1.526	complex_global_dock_07393
-766.088	-1.526	complex_global_dock_09153
-766.319	-1.526	complex_global_dock_06834
-765.503	-1.525	complex_global_dock_07444
-765.837	-1.525	complex_global_dock_07895
-765.958	-1.525	complex_global_dock_06199
-765.827	-1.524	complex_global_dock_00876
-765.871	-1.524	complex_global_dock_00489
-766.025	-1.524	complex_global_dock_00953
-765.689	-1.523	complex_global_dock_09097
-765.772	-1.522	complex_global_dock_09976
-766.018	-1.522	complex_global_dock_09367
-766.055	-1.522	complex_global_dock_05982
-766.311	-1.522	complex_global_dock_00186
-765.769	-1.520	complex_global_dock_00376
-766.071	-1.520	complex_global_dock_04008
-766.194	-1.520	complex_global_dock_00533
-766.219	-1.520	complex_global_dock_01064
-766.130	-1.519	complex_global_dock_07170
-766.296	-1.519	complex_global_dock_06155
-765.741	-1.518	complex_global_dock_03392
-766.209	-1.518	complex_global_dock_05341
-765.553	-1.517	complex_global_dock_03340
-765.788	-1.517	complex_global_dock_00817
-766.091	-1.517	complex_global_dock_07681
-766.516	-1.516	complex_global_dock_02519
-766.801	-1.516	complex_global_dock_05749
-764.674	-1.515	complex_global_dock_01925
-766.102	-1.515	complex_global_dock_04544
-766.174	-1.515	complex_global_dock_08638
-765.503	-1.514	complex_global_dock_04310
-765.581	-1.514	complex_global_dock_07520
-765.724	-1.514	complex_global_dock_01398
-764.663	-1.513	complex_global_dock_03019
-765.679	-1.513	complex_global_dock_08361
-765.829	-1.513	complex_global_dock_06342
-765.892	-1.513	complex_global_dock_06976
-766.148	-1.513	complex_global_dock_02962
-766.303	-1.513	complex_global_dock_02540
-766.091	-1.512	complex_global_dock_07081
-766.933	-1.512	complex_global_dock_01601
-765.666	-1.511	complex_global_dock_04600
-765.699	-1.511	complex_global_dock_05293
-765.799	-1.511	complex_global_dock_02545
-766.188	-1.511	complex_global_dock_02119
-766.453	-1.511	complex_global_dock_03560
-765.395	-1.510	complex_global_dock_05940
-765.810	-1.510	complex_global_dock_00772
-765.993	-1.510	complex_global_dock_00434
-766.656	-1.510	complex_global_dock_01997
-765.871	-1.509	complex_global_dock_06417
-766.654	-1.509	complex_global_dock_09809
-765.843	-1.508	complex_global_dock_05226
-765.866	-1.508	complex_global_dock_08916
-765.980	-1.508	complex_global_dock_06207
-766.479	-1.508	complex_global_dock_01489
-765.065	-1.507	complex_global_dock_03269
-765.747	-1.507	complex_global_dock_04299
-766.079	-1.507	complex_global_dock_05257
-766.152	-1.507	complex_global_dock_05379
-766.385	-1.507	complex_global_dock_01177
-766.589	-1.507	complex_global_dock_09050
-766.544	-1.506	complex_global_dock_05567
-764.982	-1.505	complex_global_dock_06940
-766.027	-1.505	complex_global_dock_08855
-766.277	-1.505	complex_global_dock_07428
-765.187	-1.504	complex_global_dock_04930
-765.920	-1.504	complex_global_dock_09851
-766.328	-1.504	complex_global_dock_01771
-765.134	-1.503	complex_global_dock_00146
-765.620	-1.503	complex_global_dock_02544
-765.936	-1.503	complex_global_dock_06178
-765.987	-1.503	complex_global_dock_05516
-765.563	-1.502	complex_global_dock_03708
-765.828	-1.502	complex_global_dock_05807
-765.906	-1.502	complex_global_dock_04914
-765.981	-1.502	complex_global_dock_07931
-766.131	-1.502	complex_global_dock_01186
-765.982	-1.501	complex_global_dock_06717
-765.160	-1.500	complex_global_dock_00995
-765.952	-1.500	complex_global_dock_02924
-766.315	-1.500	complex_global_dock_06120
-761.613	-1.499	complex_global_dock_02118
-765.824	-1.499	complex_global_dock_02278
-765.883	-1.499	complex_global_dock_04222
-765.704	-1.498	complex_global_dock_07542
-765.867	-1.497	complex_global_dock_01787
-765.889	-1.497	complex_global_dock_09870
-766.117	-1.497	complex_global_dock_09081
-766.150	-1.497	complex_global_dock_05517
-766.343	-1.497	complex_global_dock_06503
-765.620	-1.496	complex_global_dock_07208
-765.528	-1.495	complex_global_dock_02438
-766.142	-1.495	complex_global_dock_08804
-766.001	-1.494	complex_global_dock_03229
-766.021	-1.494	complex_global_dock_08879
-766.122	-1.494	complex_global_dock_03081
-766.351	-1.494	complex_global_dock_04240
-762.620	-1.492	complex_global_dock_02592
-765.944	-1.492	complex_global_dock_03224
-766.432	-1.492	complex_global_dock_02869
-766.814	-1.492	complex_global_dock_02875
-766.233	-1.490	complex_global_dock_02430
-765.114	-1.489	complex_global_dock_02715
-765.432	-1.489	complex_global_dock_02623
-765.694	-1.489	complex_global_dock_03488
-765.726	-1.489	complex_global_dock_05393
-766.269	-1.489	complex_global_dock_09574
-767.343	-1.489	complex_global_dock_02008
-765.909	-1.488	complex_global_dock_01386
-766.167	-1.488	complex_global_dock_01808
-765.854	-1.487	complex_global_dock_08160
-766.317	-1.487	complex_global_dock_01282
-765.196	-1.485	complex_global_dock_03351
-765.557	-1.485	complex_global_dock_05228
-765.873	-1.485	complex_global_dock_01321
-766.840	-1.485	complex_global_dock_04528
-765.201	-1.484	complex_global_dock_08634
-766.042	-1.484	complex_global_dock_03679
-764.242	-1.483	complex_global_dock_04338
-765.666	-1.483	complex_global_dock_04194
-765.955	-1.483	complex_global_dock_03486
-766.292	-1.483	complex_global_dock_04924
-766.614	-1.483	complex_global_dock_07436
-764.833	-1.482	complex_global_dock_07776
-765.431	-1.482	complex_global_dock_04356
-765.649	-1.482	complex_global_dock_07244
-765.790	-1.481	complex_global_dock_08159
-765.802	-1.481	complex_global_dock_00165
-765.960	-1.481	complex_global_dock_03593
-766.011	-1.481	complex_global_dock_02948
-763.436	-1.480	complex_global_dock_00419
-765.810	-1.479	complex_global_dock_02145
-765.970	-1.479	complex_global_dock_04321
-766.295	-1.479	complex_global_dock_05268
-766.419	-1.479	complex_global_dock_06639
-765.532	-1.477	complex_global_dock_06487
-765.891	-1.477	complex_global_dock_02360
-765.913	-1.477	complex_global_dock_02505
-766.495	-1.477	complex_global_dock_02014
-764.965	-1.476	complex_global_dock_01896
-765.408	-1.476	complex_global_dock_00945
-765.723	-1.476	complex_global_dock_01661
-766.075	-1.476	complex_global_dock_05596
-765.912	-1.475	complex_global_dock_05554
-766.146	-1.475	complex_global_dock_08591
-766.246	-1.475	complex_global_dock_04745
-762.452	-1.474	complex_global_dock_00224
-763.888	-1.474	complex_global_dock_00904
-766.090	-1.474	complex_global_dock_07674
-765.246	-1.473	complex_global_dock_02396
-765.568	-1.473	complex_global_dock_09685
-765.758	-1.473	complex_global_dock_08772
-765.916	-1.473	complex_global_dock_09450
-765.458	-1.472	complex_global_dock_07501
-765.393	-1.471	complex_global_dock_05726
-766.061	-1.471	complex_global_dock_01574
-766.076	-1.471	complex_global_dock_00950
-765.530	-1.469	complex_global_dock_00343
-765.818	-1.469	complex_global_dock_03298
-765.889	-1.469	complex_global_dock_00780
-766.005	-1.469	complex_global_dock_07349
-766.556	-1.469	complex_global_dock_04891
